Entry	Status	Protein names	Gene names
A0A1V0CMI5	unreviewed	CUB domain-containing protein 2 (Fragment)	
A0A2L1TH14	unreviewed	REJ domain-containing protein	
U5QPJ8	unreviewed	Cytochrome b	cob
Q9XLE4	unreviewed	Cytochrome b (Fragment)	cytb
A0A0A8K7T6	unreviewed	Mothers against decapentaplegic homolog (MAD homolog) (Mothers against DPP homolog) (SMAD family member)	5 8 AdiSmad1
A0A348ASX0	unreviewed	Fluorescent protein (Fragment)	CP
A0A348AT09	unreviewed	Fluorescent protein (Fragment)	M LWE
A0A348AT12	unreviewed	Fluorescent protein (Fragment)	M LWE
I1DSK1	unreviewed	Fluorescent protein 1	AdiFP1
A0A2D0W579	unreviewed	Cytochrome b (Fragment)	cytb
I1DSK6	unreviewed	Fluorescent protein 6 (Fragment)	AdiFP6
A0A348AT64	unreviewed	Fluorescent protein (Fragment)	S MWE
Q2EZ97	unreviewed	NADH:ubiquinone reductase (H(+)-translocating) (EC 7.1.1.2) (Fragment)	
A0A348ASU8	unreviewed	Fluorescent protein	M LWE
A0A1S7IWX3	unreviewed	Fluorescent protein	
A0A0A8K7P5	unreviewed	Forkhead box J3 protein	AdiFoxJ3
A0A348ASX2	unreviewed	Fluorescent protein (Fragment)	CP
A0A348ASW2	unreviewed	Fluorescent protein (Fragment)	CP
A0A0A8K8R5	unreviewed	Paired box B protein	AdiPaxB
A0A1B4Z126	unreviewed	Mef2 transcription factor	mef2
I6L1R4	unreviewed	Helix-loop-helix protein Adi-pearl	pearl
A0A348ASX9	unreviewed	Fluorescent protein (Fragment)	CP
I6L1R6	unreviewed	Basic helix-loop-helix protein Adi-peridot	peridot
A0A1V0CMI8	unreviewed	Multicopper oxidase	
A0A0A8K8T5	unreviewed	Forkhead box N1/4 protein	4 AdiFoxN1
A0A0A8K9X8	unreviewed	Paired box D1 protein	AdiPaxD1
A0A1V0CMH4	unreviewed	Skeletal matrix protein 11	
A0A0A8K827	unreviewed	Activin 2 protein	AdiActivin 2
A0A348ASZ1	unreviewed	Fluorescent protein (Fragment)	CP
U5QT74	unreviewed	NADH-ubiquinone oxidoreductase chain 3 (EC 7.1.1.2)	nad3
A0A0A8K9X6	unreviewed	Nodal-related A protein	AdiNodal-related A
U5QPK6	unreviewed	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	nad5
A0A1B4Z124	unreviewed	Proto-oncogene c-Jun (Transcription factor AP-1)	c-jun
A0A1S7IWI4	unreviewed	Fluorescent protein	CP
U5QTC0	unreviewed	NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2)	nad6
A0A348AT97	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A0A8K8S9	unreviewed	Forkhead box C protein	AdiFoxC
A0A348ASZ8	unreviewed	Fluorescent protein (Fragment)	CP
Q2EZ94	unreviewed	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (Fragment)	
A0A0A8K7P1	unreviewed	Forkhead box D/E protein	AdiFoxD E
A0A348ASU9	unreviewed	Fluorescent protein	CP
A0A348AT71	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A1S7IWY1	unreviewed	Fluorescent protein	
A0A1S7IWH5	unreviewed	Fluorescent protein	MWE
A0A1S7IWH7	unreviewed	Fluorescent protein	CP
A0A0A8K9Y6	unreviewed	Forkhead box L2 protein	AdiFoxL2
A0A0K2S4S3	unreviewed	Red fluorescent protein-like Da2_5 (Fragment)	RFP-like
Q9TDV9	unreviewed	Cytochrome b (Fragment)	cytb
A0A0A8K8T8	unreviewed	Lhx6/8 LIM homeobox protein	8 AdiLhx6
A0A1V0CMI1	unreviewed	Skeletal acidic protein 1	
W0TSK2	unreviewed	Estrogen receptor like protein (Fragment)	
A0A348AT20	unreviewed	Fluorescent protein (Fragment)	M LWE
U5QPR5	unreviewed	Cytochrome b	cob
A0A348ASW1	unreviewed	Fluorescent protein (Fragment)	CP
A0A348AT83	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A0A8K9Z3	unreviewed	Islet LIM homeobox protein	AdiIslet
A0A348ASV7	unreviewed	Fluorescent protein (Fragment)	CP
A0A0K2S5N1	unreviewed	Red fluorescent protein-like Da2_2 (Fragment)	RFP-like
A0A0A8K8U2	unreviewed	Mothers against decapentaplegic homolog (MAD homolog) (Mothers against DPP homolog) (SMAD family member)	AdiSmad4
A0A0A8K9Y8	unreviewed	Forkhead box 2c1 protein	AdiFoxQ2c1
Q9TDU6	unreviewed	ATP synthase subunit a (Fragment)	ATP6
A0A0A8K7T9	unreviewed	Gremlin protein	AdiGremlin
A0A348ASY2	unreviewed	Fluorescent protein (Fragment)	CP
A0A0A8K7Q7	unreviewed	Mothers against decapentaplegic homolog (MAD homolog) (Mothers against DPP homolog) (SMAD family member)	7 AdiSmad6
U5QPH4	unreviewed	ATP synthase F0 subunit 8	atp8
A0A0A8K840	unreviewed	Unc-4.1 homeobox protein	AdiUnc4.1
A0A0K2S5N6	unreviewed	Red fluorescent protein-like Da2_1 (Fragment)	RFP-like
A0A348ATD6	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A0K2S4X4	unreviewed	Red fluorescent protein-like Da2_12 (Fragment)	RFP-like
U5QPK3	unreviewed	Cytochrome c oxidase subunit 3	cox3
Q66PV3	unreviewed	Cyan fluorescent protein 2	
A0A0A8K8R4	unreviewed	Activin 1 protein	AdiActivin 1
A0A348AT76	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348AT89	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348AT58	unreviewed	Fluorescent protein (Fragment)	S MWE
I1DSK9	unreviewed	Fluorescent protein 10	AdiFP10
A0A348ASZ7	unreviewed	Fluorescent protein (Fragment)	CP
A0A348AT07	unreviewed	Fluorescent protein (Fragment)	M LWE
A0A348AT10	unreviewed	Fluorescent protein (Fragment)	M LWE
A0A0A8K9X9	unreviewed	Orthodenticle homeobox D protein	AdiOtxD
A0A348ATC2	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348AT56	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348ATB1	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348AT51	unreviewed	Fluorescent protein (Fragment)	S MWE
I7HH01	unreviewed	Homeobox protein Anthox1-ANTP (Fragment)	AdAx1
A0A348ASZ5	unreviewed	Fluorescent protein (Fragment)	CP
A0A1B4Z102	unreviewed	Ets domain lacking	edl
U5QPR9	unreviewed	Cytochrome c oxidase subunit 3	cox3
A0A348AT90	unreviewed	Fluorescent protein (Fragment)	S MWE
U5QT68	unreviewed	ATP synthase subunit a	atp6
A0A0A8K9X3	unreviewed	Bone morphogenetic protein 2/4	4 AdiBmp2
A0A1S7IWL3	unreviewed	Fluorescent protein	MWE
A0A348ASZ3	unreviewed	Fluorescent protein (Fragment)	CP
A0A0A8K8R9	unreviewed	Orthodenticle homeobox B protein	AdiOtxB
A0A348AT73	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A2L1TH26	unreviewed	Mucin4-like protein	
A0A348ASW8	unreviewed	Fluorescent protein (Fragment)	CP
A0A348AT65	unreviewed	Fluorescent protein (Fragment)	S MWE
U5QPH1	unreviewed	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2)	nad4
A0A348ASV0	unreviewed	Fluorescent protein	CP
A0A1V0CMH7	unreviewed	MAM and LDL-receptor domain-containing protein (Fragment)	
A0A0A8K7N3	unreviewed	Retinal homeobox protein	AdiRx
A0A1B4Z0Y6	unreviewed	Brachyury transcription factor	brachyury
A0A348ASZ6	unreviewed	Fluorescent protein (Fragment)	CP
A0A0S1RXV8	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	COI
A0A1S7IWI6	unreviewed	Fluorescent protein	CP
A0A348AT21	unreviewed	Fluorescent protein (Fragment)	M LWE
U5QPP4	unreviewed	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2)	nad1
A0A348ASU5	unreviewed	Fluorescent protein	S MWE
Q9GUZ3	unreviewed	Vasa-related protein CnVAS1 (Fragment)	Cnvas1
A0A348AT14	unreviewed	Fluorescent protein (Fragment)	M LWE
U5QPL2	unreviewed	ATP synthase subunit a	atp6
D3G8H5	unreviewed	Cytochrome b (Fragment)	cytb
A0A1B4Z141	unreviewed	Anthozoan specific Sox transcription factor 2	antSox2
A0A0A8K7S1	unreviewed	Forkhead box A protein	AdiFoxA
A0A1S7IWI8	unreviewed	Fluorescent protein	M LWE
A0A2L1TH15	unreviewed	Neurexin	
U5QPP9	unreviewed	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2)	nad4
A0A2D0W533	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	COI
A0A0A8K7S9	unreviewed	Forkhead box L1/G-like 2 protein	AdiFoxL1 G-like 2
A0A348AT91	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348ATC6	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348AT43	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348AT25	unreviewed	Fluorescent protein (Fragment)	M LWE
A0A348AT84	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A1B4Z0Z1	unreviewed	Anthozoan specific Sox transcription factor 1	antSox1
A0A0A8K843	unreviewed	Forkhead box Q1 protein	AdiFoxQ1
A0A348ASY5	unreviewed	Fluorescent protein (Fragment)	CP
A0A348ATB2	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A1V0CMH3	unreviewed	Zona pellucida domain-containing protein (Fragment)	
A0A1B4Z0Z7	unreviewed	Hydra_znf845-like transcription factor	znf845
A0A348ASZ2	unreviewed	Fluorescent protein (Fragment)	CP
A0A348AT57	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A0A8K833	unreviewed	Orthodenticle homeobox A protein	AdiOtxA
A0A348ATC1	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A6G6C468	unreviewed	ATP receptor (Purinergic receptor)	
A0A348ASX4	unreviewed	Fluorescent protein (Fragment)	CP
A0A1S7IWI3	unreviewed	Fluorescent protein	CP
I0IY48	unreviewed	Fluorescent protein 8	AdiFP8
A0A0A8K7R3	unreviewed	Orthopedia homeobox protein	AdiOtp
A0A0A8K7Q4	unreviewed	Transforming growth factor 2 protein	AdiTgf2
A0A0A8K7M1	unreviewed	Transforming growth factor 3 protein	AdiTgf3
A0A348AT28	unreviewed	Fluorescent protein (Fragment)	M LWE
A0A1S7IWK9	unreviewed	Fluorescent protein	MWE
A0A348AT36	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A1V0CMH0	unreviewed	Egg protein-like 1	
A0A0A8K7S4	unreviewed	Forkhead box D protein	AdiFoxD
U5QT34	unreviewed	NADH dehydrogenase subunit 4L (NADH-ubiquinone oxidoreductase chain 4L)	nad4L
A0A348ASW7	unreviewed	Fluorescent protein (Fragment)	CP
A0A0A8K9Y2	unreviewed	Goosecoid protein (Fragment)	AdiGsc
A0A348AT86	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348ATC5	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A0A8K7P8	unreviewed	Forkhead box Q2a protein	AdiFoxQ2a
A0A1V0CMH6	unreviewed	Skeletal aspartic acid-rich protein 1	
A0A0K2S4W9	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	CO1
U5QPG7	unreviewed	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2)	nad1
A0A0A8K7R7	unreviewed	Mixer-like homeobox protein (Fragment)	AdiMixer-like
A0A1S7IWH8	unreviewed	Fluorescent protein	CP
A0A2D0W582	unreviewed	Cytochrome b (Fragment)	cytb
A0A1V0CMH2	unreviewed	Cadherin	
A0A1B4Z106	unreviewed	Sp6-9 transcription factor (Fragment)	sp6-9
A0A348ATD1	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348ASY1	unreviewed	Fluorescent protein (Fragment)	CP
A0A1B4Z100	unreviewed	Anthozoan specific T-box transcription factor 1 (Fragment)	antTbx1
A0A0A8K856	unreviewed	Mothers against decapentaplegic homolog (MAD homolog) (Mothers against DPP homolog) (SMAD family member) (Fragment)	3 AdiSmad2
A0A0A8K853	unreviewed	Lhx1/5 LIM homeobox protein	5 AdiLhx1
A0A1B4Z0Z3	unreviewed	Tcf/Lef transcription factor	tcf
A0A1V0CMH5	unreviewed	Galaxin2	
A0A348AT74	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A1V0CMJ1	unreviewed	CUB domain-containing protein 1	
A0A2D0W529	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	COI
Q2EZ95	unreviewed	NADH-ubiquinone oxidoreductase chain 1 (EC 7.1.1.2) (Fragment)	
A0A0A8K8S6	unreviewed	Unc-4c homeobox protein	AdiUnc4c
A0A348ASU4	unreviewed	Fluorescent protein	S MWE
A0A1B4Z140	unreviewed	Prdm6a transcription factor (Fragment)	prdm6a
A0A0A8K849	unreviewed	Forkhead box 2c2 protein	AdiFoxQ2c2
A0A348AT24	unreviewed	Fluorescent protein (Fragment)	M LWE
Q2EZ98	unreviewed	NADH-ubiquinone oxidoreductase chain 3 (EC 7.1.1.2) (Fragment)	
Q2EZ96	unreviewed	NADH-ubiquinone oxidoreductase chain 3 (EC 7.1.1.2) (Fragment)	
A0A348ATB3	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348ATA8	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348AT27	unreviewed	Fluorescent protein (Fragment)	M LWE
B6DC18	unreviewed	PaxC (Fragment)	PaxC
A0A348ASY9	unreviewed	Fluorescent protein (Fragment)	CP
A0A1S7IWJ4	unreviewed	Fluorescent protein	MWE
A0A348ASX7	unreviewed	Fluorescent protein (Fragment)	CP
A0A348AT39	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348ASX3	unreviewed	Fluorescent protein (Fragment)	CP
A0A348ASU6	unreviewed	Fluorescent protein	M LWE
A0A1S7IWH0	unreviewed	Fluorescent protein	M LWE
A0A348ASU7	unreviewed	Fluorescent protein	M LWE
A0A348ASY8	unreviewed	Fluorescent protein (Fragment)	CP
U5QT64	unreviewed	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	nad5
A0A0M5KMF9	unreviewed	Transcription factor PaxC (Fragment)	PaxC
B6DC55	unreviewed	PaxC (Fragment)	PaxC
A0A1C9ZWS1	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	
A0A1E1FFY4	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	
A0A1E1FFY5	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	
A0A2D0W553	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	COI
A0A348GSE0	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	COI
A0A1E1FG01	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	
H9TQK8	unreviewed	Plasma membrane calcium ATPase (Fragment)	PMCA
H9TS12	unreviewed	Plasma membrane calcium ATPase (Fragment)	PMCA
A0A5C1X4B8	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	COI
B6DCD8	unreviewed	PaxC (Fragment)	PaxC
I3NVT4	unreviewed	PaxC (Fragment)	paxC
B6DCA5	unreviewed	PaxC (Fragment)	PaxC
A0A1E1FFX2	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	
B6DCA7	unreviewed	PaxC (Fragment)	PaxC
A0A1C9ZWR1	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	
B6DC69	unreviewed	PaxC (Fragment)	PaxC
I3NVR9	unreviewed	PaxC (Fragment)	paxC
I3NVT1	unreviewed	PaxC (Fragment)	paxC
D3G8F7	unreviewed	Cytochrome b (Fragment)	cytb
Q8LVI4	unreviewed	Cytochrome oxidase subunit III (Fragment)	
A0A2D0W5B9	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	COI
B6DC04	unreviewed	PaxC (Fragment)	PaxC
B6DC30	unreviewed	PaxC (Fragment)	PaxC
A0A023HH81	unreviewed	FP597 protein (Red fluorescent protein FP597)	FP597
D7NNB6	unreviewed	DOMON domain-containing protein	
H9TRL5	unreviewed	Plasma membrane calcium ATPase (Fragment)	PMCA
A0A290QWH6	unreviewed	Cytochrome b	cytb
A0A059UBZ0	unreviewed	Carbonic anhydrase (EC 4.2.1.1) (Fragment)	
A0A1S7IWK0	unreviewed	Fluorescent protein (Fragment)	M LWE
A0A1S7IWK1	unreviewed	Fluorescent protein (Fragment)	M LWE
A0A223HFM7	unreviewed	Histone H3 (Fragment)	H3
Q9TBV9	unreviewed	Cytochrome c oxidase subunit 3	COIII cox3
A0A1S7IWM8	unreviewed	Fluorescent protein (Fragment)	CP
B6DC78	unreviewed	PaxC (Fragment)	PaxC
Q9TBV8	unreviewed	Cytochrome c oxidase subunit 2	COII cox2
Q8LVP0	unreviewed	Cytochrome oxidase subunit III (Fragment)	
D7NNB5	unreviewed	Uncharacterized protein	
Q8MM19	unreviewed	Mini-collagen (Fragment)	mini-collagen
A0A059UBV3	unreviewed	Beta-tubulin (Fragment)	
A0A059UGV9	unreviewed	Beta-tubulin (Fragment)	
B6DC02	unreviewed	PaxC (Fragment)	PaxC
A0A1S7IWV2	unreviewed	Fluorescent protein (Fragment)	MWE
A0A059UGP7	unreviewed	Complex III subunit 3 (Complex III subunit III) (Cytochrome b) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit) (Fragment)	
I3NVW3	unreviewed	PaxC (Fragment)	paxC
H9TR66	unreviewed	Plasma membrane calcium ATPase (Fragment)	PMCA
H9TRB5	unreviewed	Plasma membrane calcium ATPase (Fragment)	PMCA
Q8LVN8	unreviewed	Cytochrome oxidase subunit III (Fragment)	
H9TRK1	unreviewed	Plasma membrane calcium ATPase (Fragment)	PMCA
A0A1S7IWL4	unreviewed	Fluorescent protein (Fragment)	MWE
A0A2D0W576	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	COI
A0A223HFY3	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	COI
H9TRR7	unreviewed	Plasma membrane calcium ATPase (Fragment)	PMCA
A0A2D0W583	unreviewed	Cytochrome b (Fragment)	cytb CYTB
Q8MM17	unreviewed	Mini-collagen (Fragment)	
H9TRG0	unreviewed	Plasma membrane calcium ATPase (Fragment)	PMCA
B6DCE7	unreviewed	PaxC (Fragment)	PaxC
B6DC91	unreviewed	PaxC (Fragment)	PaxC
Q9TBW3	unreviewed	NADH:ubiquinone reductase (H(+)-translocating) (EC 7.1.1.2)	ND2 nad2
Q9TBW2	unreviewed	NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2)	ND6 nad6
Q9TBW1	unreviewed	ATP synthase subunit a	ATP6 atp6
A0A0K2S4S1	unreviewed	Red fluorescent protein-like Ta2 (Red fluorescent protein-like Tl15) (Fragment)	RFP-like
A0A1S7IWJ5	unreviewed	Fluorescent protein (Fragment)	M LWE
A0A1S7IWM6	unreviewed	Fluorescent protein (Fragment)	MWE
A0A2D0W5A3	unreviewed	Cytochrome b (Fragment)	cytb
Q7M3U3	unreviewed	Homeotic protein even-skipped	
A0A4Y5RBX5	unreviewed	Cytochrome c oxidase subunit 2	cox2
A0A4Y5RBZ9	unreviewed	ATP synthase subunit a	atp6
A0A6M3AS69	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	COI
A0A2D0W7V2	unreviewed	Cytochrome b (Fragment)	cytb
A0A6S6PCV8	unreviewed	Histone H2B (Fragment)	H2B
A0A6S6PEZ0	unreviewed	Histone H2A (Fragment)	H2A
A0A4Y5RC03	unreviewed	NADH:ubiquinone reductase (H(+)-translocating) (EC 7.1.1.2)	nad2
A0A4Y5REP5	unreviewed	NADH dehydrogenase subunit 4L (NADH-ubiquinone oxidoreductase chain 4L)	nad4L
A0A2D0W5C1	unreviewed	Cytochrome b (Fragment)	cytb
Q7M3U4	unreviewed	Homeotic protein antpC	
A0A6S6PE47	unreviewed	Histone H2B (Fragment)	H2B
Q9XLF1	unreviewed	Cytochrome b (Fragment)	cytb
I1DSK2	unreviewed	Fluorescent protein 2	AdiFP2
A0A348ASZ9	unreviewed	Fluorescent protein (Fragment)	CP
A0A1S7IWI0	unreviewed	Fluorescent protein	CP
A0A1S7IWI7	unreviewed	Fluorescent protein	MWE
A0A1V0CMG9	unreviewed	Galaxin	
I1DSK7	unreviewed	Fluorescent protein 7 (Fragment)	AdiFP7
A0A0A8K7M8	unreviewed	Orthodenticle homeobox C protein	AdiOtxC
I6L1R5	unreviewed	Basic helix-loop-helix protein Adi-amber	amber
A0A1B4Z137	unreviewed	Prdm13 transcription factor	prdm13
A0A1S7IWI2	unreviewed	Fluorescent protein	M LWE
A0A348AT08	unreviewed	Fluorescent protein (Fragment)	M LWE
U5QT85	unreviewed	NADH:ubiquinone reductase (H(+)-translocating) (EC 7.1.1.2)	nad2
A0A0A8K7T2	unreviewed	Forkhead box 2b1 protein	AdiFoxQ2b1
A0A348AT06	unreviewed	Fluorescent protein (Fragment)	M LWE
A0A0A8K9Z6	unreviewed	Cer/NST-like 1 protein	AdiCer NST-like 1
A0A1V0CMI0	unreviewed	TSP-1 and VWA domain-containing protein	
A0A1S7IWJ0	unreviewed	Fluorescent protein	M LWE
A0A348ASW9	unreviewed	Fluorescent protein (Fragment)	CP
A0A348AT46	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348AT30	unreviewed	Fluorescent protein (Fragment)	S MWE
Q66PV7	unreviewed	Green fluorescent protein	
U5QPL5	unreviewed	NADH-ubiquinone oxidoreductase chain 3 (EC 7.1.1.2)	nad3
A0A348ASX5	unreviewed	Fluorescent protein (Fragment)	CP
A0A1S7IWI1	unreviewed	Fluorescent protein	MWE
A0A1S7IWH4	unreviewed	Fluorescent protein	MWE
A0A348ATD5	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348AT68	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348AT80	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348AT94	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A1V0CMH8	unreviewed	Skeletal aspartic acid-rich protein 3	
A0A1S7IWH9	unreviewed	Fluorescent protein	CP
A0A0A8K7Q2	unreviewed	Lmx1 LIM homeobox protein	AdiLmx1
U5QPQ4	unreviewed	ATP synthase F0 subunit 8	atp8
A0A348ASV8	unreviewed	Fluorescent protein (Fragment)	CP
A0A0K2S4T6	unreviewed	Red fluorescent protein-like Da2_9 (Fragment)	RFP-like
A0A348AT22	unreviewed	Fluorescent protein (Fragment)	M LWE
A0A1S7IWX6	unreviewed	Fluorescent protein	
A0A0A8K847	unreviewed	Forkhead box L1/G-like 1 protein	AdiFoxL1 G-like 1
A0A1S7IWH3	unreviewed	Fluorescent protein	M LWE
U5QTC4	unreviewed	NADH dehydrogenase subunit 4L (NADH-ubiquinone oxidoreductase chain 4L)	nad4L
A0A0K2S4S7	unreviewed	Red fluorescent protein-like Dl7 (Fragment)	RFP-like
A0A348AT81	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348ATD0	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348AT87	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A348AT50	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A2D0W7Q3	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	COI
I1DSK5	unreviewed	Fluorescent protein 5 (Fragment)	AdiFP5
A0A1S7IWF8	unreviewed	Fluorescent protein	M LWE
U5QPV6	unreviewed	Cytochrome c oxidase subunit 2	cox2
A0A2D0W550	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	COI
A0A4P2UPV9	unreviewed	Cytochrome b (Fragment)	cytb
I6V517	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	COI
A0A0S1RQ29	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	COI
A0A0A8K7Q8	unreviewed	Pituitary homeobox protein	AdiPitx
I1DSK3	unreviewed	Fluorescent protein 3	AdiFP3
Q66PV4	unreviewed	Cyan fluorescent protein	
A0A5C1X6G8	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	COI
A0A4Y5RCM7	unreviewed	NADH-ubiquinone oxidoreductase chain 3 (EC 7.1.1.2)	nad3
D3G8G2	unreviewed	Cytochrome b (Fragment)	cytb
A0A4Y5RCK7	unreviewed	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	nad5
A0A3G1PSD3	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	COI
A0A2D0W569	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Fragment)	COI
A3F9F5	unreviewed	Histone H2A (Fragment)	
A0A4Y5RBV6	unreviewed	Cytochrome c oxidase subunit 3	cox3
A0A0A8K7M6	unreviewed	Paired box D2 protein	AdiPaxD2
A0A2L1TH21	unreviewed	Vitellogenin	
A0A348AT98	unreviewed	Fluorescent protein (Fragment)	S MWE
A0A4Y5RBU6	unreviewed	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2)	nad4
A0A348AT67	unreviewed	Fluorescent protein (Fragment)	S MWE
B6DBZ9	unreviewed	PaxC (Fragment)	PaxC
B6DC16	unreviewed	PaxC (Fragment)	PaxC
B6DCC4	unreviewed	PaxC (Fragment)	PaxC
B6DC42	unreviewed	PaxC (Fragment)	PaxC
H9TS85	unreviewed	Plasma membrane calcium ATPase (Fragment)	PMCA
H9TR54	unreviewed	Plasma membrane calcium ATPase (Fragment)	PMCA
B6DC62	unreviewed	PaxC (Fragment)	PaxC
H9TR79	unreviewed	Plasma membrane calcium ATPase (Fragment)	PMCA
H9TQL1	unreviewed	Plasma membrane calcium ATPase (Fragment)	PMCA
B6DC86	unreviewed	PaxC (Fragment)	PaxC
I3NVU7	unreviewed	PaxC (Fragment)	paxC
B6DC23	unreviewed	PaxC (Fragment)	PaxC
A0A348AT04	unreviewed	Fluorescent protein (Fragment)	M LWE
A0A1S7IWJ2	unreviewed	Fluorescent protein	CP
H9TQW6	unreviewed	Plasma membrane calcium ATPase (Fragment)	PMCA
B8V7P3	reviewed	Putative carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase) (Fragment)	
B8V7R6	reviewed	Collagen alpha chain (Fragment)	
B3EWZ3	reviewed	Coadhesin (Fragment)	
B3EWZ5	reviewed	MAM and LDL-receptor class A domain-containing protein 1 (Skeletal organic matrix MAM and LDL-receptor 1) (SOM MAM and LDL-receptor 1) (Fragment)	
B3EWZ6	reviewed	MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)	
B8UU78	reviewed	EGF and laminin G domain-containing protein (Fragment)	
B3EWZ8	reviewed	Ectin (Fragment)	
B7W112	reviewed	Aspartic and glutamic acid-rich protein	
B8VIW9	reviewed	Fibronectin type III domain-containing protein (Neuroglian-like protein)	
B8UU51	reviewed	Galaxin-2	
B8VIV4	reviewed	CUB and peptidase domain-containing protein 2 (Fragment)	
B8V7S0	reviewed	CUB and peptidase domain-containing protein 1 (Fragment)	
B3EWY7	reviewed	Acidic skeletal organic matrix protein (Acidic SOMP)	
B3EX01	reviewed	CUB domain-containing protein	
B7W114	reviewed	Cephalotoxin-like protein (Fragment)	
