ID,DOI,Title,Date,Keywords,Abstract,Language
Bacterial-Communities-Associated-With-Healthy-and-Diseased-Skeletal-Growth-Anomaly-Reef-Coral-Acropora-cytherea-From-Palk-Bay-India,10.3389/fmars.2020.00092,"Bacterial Communities Associated With Healthy and Diseased (Skeletal Growth Anomaly) Reef Coral Acropora cytherea From Palk Bay, India",21 February 2020,"coral reef,Acropora cytherea,growth anomalies,bacterial community,nanopore sequencing","Skeletal growth anomalies (SGA) are easily recognizable disease in reef-forming corals which drain energy from the host and end up with mortality. We collected mucus samples of healthy and SGA affected colonies of Acropora cytherea from Palk Bay, the southeast coast of India and investigated the taxonomic composition of mucus-associated bacterial communities using full-length 16S rRNA gene nanopore sequencing. Metagenomic analysis revealed the dominance of Proteobacteria, Firmicutes, and Actinobacteria in both healthy and diseased samples. The proportion of Proteobacteria in diseased samples was almost doubled compared to the healthy one, whereas Acidobacteria (fourth dominant phyla in healthy sample) and Actinobacteria were significantly low in diseased samples. Planctomycetes, Cyanobacteria, and Chloroflexi were some of the other major phyla found in healthy samples which were low in diseased corals. Kruskal-Wallis test indicated high number of putative pathogenic bacteria group viz. Staphylococcus, Salmonella, Klebsiella, and Escherichia in diseased samples compared to healthy coral. The corals perhaps have acquired potential pathogens belong to the phylum Proteobacteria during SGA formation.",en
270124596,NA,"Palabras claves: interacciones ecológicas, Isla Fuerte, Isla Aguja, cobertura",NA,"ecological interactions,Isla Fuerte,Isla Aguja,coverage","Acropora palmata or elkhorn coral, is a shallow species that in the last decades has presented a decrease in their populations throughout the Colombian Caribbean due to anthropic affectations, natural events and interactions with other organisms. In order to know about their current status, ecological assessments were carried out in two contrasting systems: Isla Fuerte (Socorro) in Córdoba and Isla Aguja (Torín), Tayrona National Natural Park, department of Magdalena. Coral cover associated with colonies of A. palmata was quantified throughout 20 m transects, where visual censuses were made to evaluate the interactions with organisms such as snails, fishes, fireworms, among others. In addition, the degree of injuries in relation to the area that they occupy in the living tissue, and the health of colonies was studied. The coral coverage associated with A. palmata was 33.40% in Socorro, and 59.90% in Torin. The main interaction was the presence of Stegastes in both sites (approximately 2 ind. per colony), however other fishes such as Lactophrys and Microspathodon and the presence of fireworms Hermodice carunculata were also observed. Only sea urchins Diadema antillarum were found in Torín and snails Coralliophila erosa in Socorro. The Socorro presented a greater area of tissue with injuries, mainly by fumaroles and macroalgal, while Torín presented circular marks and disease injuries attributed to White pox and White band disease. The colonies of both sites presented variations in the type of lesions and in the interactions, result of specific environmental factors that mark differences in the degree of conservation.",en
rikoron37digest,NA,NA,NA,NA,"The simultaneous hermaphroditic coral Acroporidea are broadcast spawner. At their spawning event, many sympatric Acroporidea release their gamete bun Ides, thus gametes from many species are present in the water column. Although in the presence of gametes from many species, reproductive isolation is maintained. In turn, gamete recognition takes part in fertilization specificity, resulting in reproductive isolation in the Acroporidea.",en
575eb7be08aec91374b3f753,NA,NA,NA,NA,"Acropora palmata is one of the fastest growing of the reef building corals. Its' three dimensional growth pattern is responsible for much of the surface area seen in fringing reefs of the Caribbean, and it's reliance on asexual reproduction by fragmentation is well documented. Observations on this coral where conducted throughout 1999 in order to document current population parameters. Population numbers were found to be stable, with no increase in size of colonies. The prevalence of broken branches remained fairly constant throughout the year, with a slight increase in breakages during and after the turbulent fall and winter seasons. The correlation between the number of branches and the size of a colony was reaffirmed. Asexual recruitment by fragmentation was only seen to be dominant in the fall storm season, but the chance of these fragments attaching to the substrate was very low. Recruitment has been forced from asexual to sexual because of the prevalence of small colonies, and population levels will be slow to rebound to pre 1980 levels without intervention.",en
Broadcast-Spawning-Pattern-and-Pelagic-Larvae-Duration-of-Acropora-Cytherea-and-Acropora-Clathrata-from-Inshore-Reef-Area-in-Kuantan-Coastal-Region,10.26480/gws.01.2020.32.36,Science Heritage Journal (GWS),NA,"Kuantan coastal region,Coral spawning,Pelagic larvae duration,Acropora,a Coral reef","Acropora sp. is the second-most abundant among the coral genera in the Kuantan coastal region (KCR) located on the east coast of Peninsular Malaysia. This study investigated the timing of coral spawning of two Acropora species; Acropora cytherea and Acropora clathrata through dissection and histological analyses of coral fragments that were collected during predicted spawning months (March until May 2018) from Balok reef, Kuantan. Histological results showed the presence of mature oocytes from a sample collected in April and May 2018, which indicate an extended gamete release pattern for these species within KCR. The gamete maturity coincided with the peak sea surface temperature within KCR from April until May. Both Acropora species spawned between 10-11 nights after the full moon. Present results also indicated that both Acropora species have optimal pelagic larvae duration (PLD) between 6-8 days after spawning. This study contributed to the limited knowledge of coral reproductive biology on the east coast of Peninsular Malaysia. In addition, the timing of coral spawning provides valuable data for population connectivity modelling.",en
THE-SIGNIFICANCE-OF-RAINFALL-AND-WATER-TEMPERATURE-IN-SUSTENANCE-OF-SHALLOW-WATER-CORAL-REEFS-IN-SOUTH-ANDAMAN,NA,THE SIGNIFICANCE OF RAINFALL AND WATER TEMPERATURE IN SUSTENANCE OF SHALLOW WATER CORAL REEFS IN SOUTH ANDAMAN,NA,NA,"Bleaching of corals has been a major threat to the coral reefs of the world in recent years which has been linked to rise in sea surface temperature due to climate change. A study was undertaken for three years from 2013 to 2015 in four coral reef habitats in South Andaman to understand the importance of rainfall and water temperature in shallow water. It was observed that bleaching occurred in varying degree in all the stations in the pre-monsoon season. After the arrival of monsoon water temperature dropped to 2.5°C or more on an average by June-July leading to recovery of the bleached corals. It is to be noted that most of the corals which are bleaching every year are the same colonies of Acropora spp., Porites spp. etc. which were newly recruited and have grown after the mass bleaching of 2010. This study concludes that in the near future any delay in the arrival of monsoon would lead to mass bleaching and mortality of corals in South Andaman.",en
233902224,10.14203/risetgeotam2018.v28.799,"PALEONTOLOGY OF ACROPORA CORALS AND STANDARD FACIES BELT FROM UJUNGGENTENG AREA, WEST JAVA",NA,"Acropora,taxonomy,taphonomy,standard facies belt","The detail taxonomy analysis was performed to classify Acropora corals in Ujunggenteng Area. The research area was selected because the continuously exposed Quaternary coralline limestones, indicated the high variation and wide distribution of coral fossils. Moreover, the facies changes and contacts with shoreface sediments were clearly observed in this area. Detail taxonomy based on morphological description can classify Acropora corals in Ujunggenteng area into four species: Acropora cervicornis, Acropora palifera, Acropora gemmifera, and Acropora humilis. The study of coral paleontology and the application of the presence of corals as a standard facies belt were still rarely performed in Indonesia. Previous studies classified the coralline limestone into one standard facies belt, which was the organic buildup standard facies belt. Another approach was required to capture many conditions of coral fossil occurrences; not only in build-up condition but also in transported condition. Therefore, another purpose of this study is to modify the standard facies belt with a different approach using coral taphonomy and sediment association.",en
Ascidians-Diplosoma-sp-kill-Acropora-corals-in-a-deteriorating-reef-environment-Luhuitou-Sanya-northern-South-China-Sea,10.5343/bms.2016.1072,Portraits of Marine Science,NA,NA,NA,NA
En_Conference_Opt,10.2478/s13545-014-0121-3,"Normal alkanes and parent PAHs in sediments from the Eastern Persian Gulf: spatial structure and implications for autochthonous, allochthonous and petroleum-originated contaminants",NA,"GIS,geo-statistics,n-alkanes and PAHs, Persian Gulf,Sediment,Source identification ATP,Axoneme,Ions,Osmolality,Seminal plasma Sedimentary geochemistry, core sediment, paleoredox, oxygenation condition, Makran Flood Hazard, Risk, Tropical Cyclone Gonu, Sur First record, Nais elinguis, Nais variabilis, Estuaries, South Caspian Sea Persian Gulf, Marine sediments, Shear strength, Carbonate content, Atterberg limits, Sedimentation Rate,Southern Caspian Sea,Marine Geology,Holocene Pygoscelis adeliae, Antarctica, Global warming, Southern Ocean Rubble Mound breakwater, Fishing ports, Cost Analysis epitheliomas,hard coral,skeleton,aragonite Ocean health, marine debris, marine pollution, marine litter Persian Gulf, Green Production, Resiliency, Natural Gas Supply Chain, Fuzzy MCDM Plankton, Cladocera, Copepod, Diversity, Abundance Condition index, Dreissena polymorpha, Bivalve Bioaccumulation, Lead contamination, heavy metals Phet, Tropical Cyclone, Reanalysis wind field, Parametric wind Outfall systems, seawater desalination, dilution Marine environment, subsea cables, zoobenthos, Persian Gulf, Oman Sea, Holocene, paleoclimate, magnetic susceptibility Sea cucumber, Extract, Antibacterial property, Disk diffusion, Well diffusion Coastline, Landsat, remote sensing, monitoring primary production, O.E.C.D, Satellite Images Relative sea-level changes, RSL, Persian Gulf, Salt tectonic, late Holocene, geoarchaeology Persian Gulf Explorer, Ghost shrimps, Macroinvertebrates, Biodiversity PAHs, Sediment, Chabahar Bay, Diagnostic ratio ECMWF, Wave characteristics, Persian Gulf subpixel algorithms, shoreline, spatial attraction model, machine learning algorithms Alkaline phosphatase, leucine-alanine peptidase, live food, Sparidae, stress resistance","first sampling stations of all transects were selected as nearshore stations (~0.27-0.8 nautical miles off the shoreline) and the successive stations were sampled at distances including 1.62, 3.24, 5.4, 8.1, and 10.8 nautical miles off the shore in average. In summary, a matrix was formed by sampling from 6 horizontal legs in about 24 vertical transects. However, the plan was not practical for both national Parks, and the Parks were sampled separately. Therefore, the surface sediments (0-5 cm) from 134 stations were gathered using a Van Veen sampler. Taking the granulometric dilution effect into account, bulk sediments were sieved (mesh number 60) in laboratory and < 250 µm. The dried and size normalized sediments were homogenized prior to extraction. Then, the sediment samples (4 g) were spiked with 100 ng g−1 surrogate standards of naphthalene-d8, antherancene-d10, chrysene-d12 and perylene-d12. The sediments were extracted by a microwave sample extraction system (Ethos 1, Milestone, Italy). Microwave extraction was established at 150 °C for 20 min, using 30 mL of solvent mixture of n-hexane-acetone (1:1, v/v). After the extraction, the supernatant organic extract was carefully decanted from the extraction vessels and the samples were re-extracted by 10 mL of dichloromethane (DCM) for 7 min at 100 °C. Then, two extracts of each sample were combined together and the activated copper wires were added to remove the sulfur content from the extracts overnight. After these steps, all following procedures were carried out according to guidelines of MOOPAM (2000), recommended for the analysis of marine sediments. The analysis was performed with a Gas chromatography-mass spectrometry (GC-MS) model 6890N GC system equipped with a 5973 mass detector. 3. Results and discussion Surface sediments (n =121) were gathered from nearly 1% of the Persian Gulf's basin to evaluate spatial pattern and source apportionment of ∑24n-alkanes and ∑16parent-PAHs. Levels of ∑24n-alkanes and ∑16parent-PAHs were in the range of 1.98-814 ng g-1 dw (mean= 174.31) and 2.29 to 206.59 µg g-1 dw (mean= 11.22), respectively. Therefore, the region was low to moderate polluted in general. To reveal spatial patterns of the deposited eco-pollutants, a combined GIS, geo-statistics and autocorrelation analyses were employed. In the case of PAHs, Global Moran's I index outlined the presence of significant ∑16PAHs clusters in the region (Moran's I index =0.62, Z-score =25.6). Anselin Moran's I index specified locations of the significant low or high spatial clusters where offshore of the Pars South Special Economic Energy Zone (PSEEZ) recognized as a High-High clustered area. The levels of random and structural variance of ∑16PAHs were about 0.083 and 0.154 ng, respectively. Nugget to sill ratio confirmed that ∑16PAHs have got a moderate level of spatial structure. Prediction and standard error maps of ∑16PAHs, produced by ordinary kriging, suggested that more samples should be taken from the high clustered region for upcoming studies. Fuzzy logic functions (OR and AND) were used to develop eco-risk maps. It made obvious that the potential hazards of PAHs were considerable at the vicinity of petrochemical facilities, i.e, the Nayband Marine National Park. Moran's I indices suggested that ∑24n-alkanes were randomly distributed in sampling space in general. One noticeable exception was a significant spatial High-High cluster (Z-score =8.6). Profile of n-alkanes observed for this cluster maximized at n-C20, n-C18, n-C16 and n-C22. Detection of very low Carbon Preference Indices and strong even Carbonnumbered predominance suggested that bacterial inputs were the process making this cluster. The data relevant to the 2 nd International Conference on Oceanography for West Asia 3 diagnostic ratios of deposited n-alkanes were used to make GIS-based layers. With combination of the mentioned layers in GIS environment, Source Apportionment Maps were produced for individual sources, including; Petrogenic Source Apportionment Map, Allochthonous Source Apportionment Map and, Autochthonous Source Apportionment Map. With reference to the maps, in-situ production of organic materials was widespread in the studied space and allochthonous and petroleum-based inputs were not traceable for 73.8% and 24.7% of the area, respectively. In addition, Petrogenic Source Apportionment Map proposed that petroleum-originated contaminants were probably limited to 6.32 km 2 of the sampling matrix. The biogenic inputs (autochthonous and allochthonous inputs) and not the petroleum contaminants were the main source of n-alkanes deposited in the studied zones.",en
oceanography-A-10-502-2-7256430,NA,‫گونه‬ ‫بازماندگی‬ ‫و‬ ‫رشد‬ ‫میزان‬ ‫ارزیابی‬ ‫مرجان‬ ‫مختلف‬ ‫های‬ (,NA,NA,NA,NA
303790532,10.1038/s41598-019-49651-7,characterization of coralassociated microbial aggregates (cAMAs) within tissues of the coral Acropora hyacinthus,NA,NA,"Bacterial diversity associated with corals has been studied extensively, however, localization of bacterial associations within the holobiont is still poorly resolved. Here we provide novel insight into the localization of coral-associated microbial aggregates (cAMAs) within tissues of the coral Acropora hyacinthus. In total, 318 and 308 CAMAs were characterized via histological and fluorescent in situ hybridization (FISH) approaches respectively, and shown to be distributed extensively throughout coral tissues collected from five sites in Japan and Australia. The densities of CAMAs within the tissues were negatively correlated with the distance from the coastline (i.e. lowest densities at offshore sites). CAMAs were randomly distributed across the six coral tissue regions investigated. Within each CAMA, bacterial cells had similar morphological characteristics, but bacterial morphologies varied among CAMAs, with at least five distinct types identified. Identifying the location of microorganisms associated with the coral host is a prerequisite for understanding their contributions to fitness. Localization of tissue-specific communities housed within CAMAs is particularly important, as these communities are potentially important contributors to vital metabolic functions of the holobiont.",en
Coral_reefs_at_Gangehi_North_Ari_Atoll_20161207-24253-1taohkq,NA,"CORAL REEFS AT GANGEHI (NORTH ARI ATOLL, MALDIVE ISLANDS)",NA,NA,"The main features of subtidal zonation were described through diving surveys down to about 35 m, in a total of 14 sites. Three major environmental units were investigated: the walls of the passes connecting the lagoon with the ocean; patch reefs within the pass; patch reefs within the lagoon and the lagoonward side of the faroes. Caves, notches and other erosional morphologies were seen at various depths in all of the three units. Each unit presented its particular zonation and organism assemblages. Such zonation patterns appeared to be essentially under hydrodynamic control: in zones with strong currents Tubastraea micranthus and other reophilic, strictly planktotrophic forms extended into shallow depths, substituting for algae and zooxanthellate corals even in well-lit situations.",en
98c0db968b8071c56e2e6ee5d5f71dd4419d,NA,MARINE ECOLOGY PROGRESS SERIES,July 2,NA,"Three ecologically dominant coral species in a northern Philippine reef were compared in terms of growth and mortality and responses to transplantation The purpose of this study was to examine the feasibility of uslng the species concerned in estabhsh~ng new coral populations through deliberate fragmentation The species, Acropora hyacinthus, Pocillopora dam~cornis and Pavona frondifera, displayed distinct differences which could b e related to their respective life-history strategies A hyaanthus showed tendencies towards an r-mode, with rapid linear growth but also high mortality rates Response to transplantation was poor Poc~llopora damicornis had intermediate linear growth rates and relatively high mortahty Transplants fared poorly in the initial part of the experiment though they showed successful adaptation after a year Mortality rates of both A h y a a n t h u s and P damlcornis were increased by high temperatures dunng certain t~m e s of the year Pavona frondlfera had the highest linear growth rates and no mortality, tending towards a K-mode of life history strategy It showed the best response to transplantation This species is thus a suitable candidate for large-scale reef restoration",en
63764cbe16533246937a59ca1b78c8507c0a,NA,Reef cores as records of Holocene water temperatures of the southern Great Barrier Reef: Geochemical analysis of traditional (Porites) and non-traditional (Acropora) reef building corals,NA,"paleoclimate,Sr/Ca,Acropora,Porites,skeletal structure,calibration study,mid-Holocene Thermal Maximum,Heron Reef,Great Barrier Reef ANZSRC code: 040299,Geochemistry not elsewhere classified,50% ANZSRC code: 040605,Paleoclimatology,30% ANZSRC code: 040305,Marine Geoscience,20% Fields of Research (FoR) Classification FoR code: 0402,Geochemistry,50% FoR code: 0406,Physical Geography and Environmental Geoscience,30% Holocene paleoclimate Scleractinian corals Acropora Coenosteum Density banding Sr/Ca Sr/Ca","In order to accurately predict future climate variations induced by natural and anthropogenic forcings, we require a detailed understanding of the Earth's climate system. With such temporally limited instrumental records, proxy-based reconstructions are an invaluable source of climate information. Current paleoclimate databases indicate a lack of records representing the southern hemisphere and tropics; key regions that can be represented by high resolution, coral geochemistry-based climate reconstructions. Reef coring techniques allow the recovery of significant proportions of coral material from throughout the Holocene, Pleistocene and beyond. Given the high species diversity of Indo-Pacific coral reefs, the presence of massive Porites commonly used for climate reconstruction is likely to be limited in reef cores. Corymbose Acropora, however, displays a high abundance in modern and fossil reef records and thus could act as a major source of new climate information from the Earth's recent history. Previous investigations of Acropora geochemistry have focused on branches, with significant levels of secondary thickening smoothing environmental signals otherwise recorded by the Sr/Ca ratio paleothermometer. This project investigates the potential of Acropora interbranch skeleton as a climate archive, following the identification of annual density banding patterns in computed tomography scans. Scanning electron microscopy based documentation of structure and growth patterns reveal that inter-branch skeleton is atypical for Acropora. Low linear extension rates, a simplified skeletal structure with limited secondary aragonite deposition, approximately horizontal density bands and seasonal cyclicity in Sr/Ca ratios bear a greater resemblance to massive corals such as Porites. These observations, combined with a high abundance in past and present Indo-Pacific reefs, suggest that inter-branch skeletal growth in Acropora may prove to be a valuable source of untapped paleoclimate information. A site-specific calibration for Acropora inter-branch skeleton Sr/Ca ratios to water temperature was conducted using modern corymbose Acropora colonies and concomitant instrumental water temperature records from the lagoon and fore-reef slope of Heron Reef, southern Great Barrier Reef (GBR). Large inter-colony differences in Sr/Ca ratios were observed in the modern cores, suggesting that inter-branch skeleton may not be a suitable archive for absolute temperature reconstruction. Normalisation of each Sr/Ca record to the corresponding core mean does, however, remove these inter-colony differences and allows the reconstruction of the seasonal water temperature amplitude with a sensitivity of −0.05 ii mmol/mol/°C. Application of the resulting transfer equation to the modern inter-branch skeleton Sr/Ca record successfully identified the greater seasonal temperature range of the lagoon compared to the adjacent reef slope. A site-specific calibration also was completed for southern GBR Porites at Heron Reef using the reef slope water temperature record. Recent reef coring expeditions on Heron Reef have recovered Porites (U-Th dated at 5,216±0.041 years before present [BP] and 6,962±0.044 years BP) and corymbose Acropora (U-Th dated at 6,128±0.027 years BP) samples from the mid-Holocene. These cores represent the suggested period of 'mid-Holocene Thermal Maximum' and thus can provide significant insights into previous conditions in the southern GBR over a period somewhat analogous to present day warming. Temperature reconstructions from the two Porites cores suggest cooler summertime and mean annual temperatures compared to modern conditions. These results contrast previous reconstructions for the inshore central GBR, yet most likely represent differences in the environmental reconstruction (reef flat vs reef slope) and/or radiocarbon dating uncertainties, rather than a meridional difference in climate response to forcing. Combining our southern",en
291680714,10.13170/ajas.4.2.14571,"Shallow-water hard corals (Hexacorallia: Scleractinia) from Bangka Belitung Islands Waters, Indonesia",NA,"Coral cover,coral diversity,hard coral,Scleractinia","Bangka Belitung Islands (Sumatra, Indonesia) has various coastal resources, e.g., coral reefs, seagrass beds, mangrove forests. However, the coral community has been threatened by anthropogenic activities, i.e., tin mining and illegal tin mining. Threatened species assessment is important for mitigation of coral losses and management. The ojective of the present study was to examine the status of Scleractinian corals in Bangka Belitung Islands, Indonesia. A line intercept transect was performed for the coral reef survey. Live and dead coral cover were recorded in the three locations. Corals species were identified following taxonomic revisions. The results showed that there were 142 species of Scleractinian corals recorded from Bangka Belitung Islands. Of these, 22 species are the new report from the areas of the the eastern part of Belitung Island. Family of Merulinidae, Acroporidae, and Poritidae were predominant group in this region. It is concluded that the condition of the coral reef ecosystem in the Belitung Islands is relatively good, but fair in Gaspar Strait and Bangka Island.",en
Session-36-2-Louis-et-al_ydl-edits_060117,10.1371/journal.pone.0050685,Coast-reef scale physiological responses of Acropora muricata harboring Symbiodinium clade A,NA,"thermally variable environment,physiological characteristics,Symbiodinium density,Symbiodinium size,chlorophyll a,estimated productivity","Coral bleaching events are increasing worldwide as a result of climate change. Coral show differential bleaching susceptibilities depending on host and/or symbiont responses to changing environmental factors. Coral responses have been shown to vary over broad geographical scales with thermally-disparate environments. Of these, physiological characteristics such as Symbiodinium density and size, chlorophyll a content and estimated productivity along a coast-reef scale (<1 km) remain to be thoroughly understood. In this study, we examined these characteristics seasonally in Acropora muricata colonies that harbor Symbiodinium clade A along a coast-reef scale in Belle Mare lagoon, Mauritius. The studied reef and coast habitats are characterized by contrasting thermal and light conditions as well as bleaching histories, with bleaching occurring only at the reef site in 2009. We observed higher symbiont density in winter for coast colonies but similar symbiont cell size compared to reef colonies. These two parameters showed seasonal variation. Chlorophyll a content was 30% lower in reef than coast colonies, irrespective of sampling season and was significantly influenced by site. Estimated productivity was influenced by both site and season, with summer samples of coast colonies displaying 56% higher values than reef colony samples. This significant difference was maintained but less pronounced (18%) in winter samples. Our data suggest that Symbiodinium clade A may show physiological acclimatization along a coast-reef scale possibly as a consequence of difference in temperature and light conditions and nutrient concentrations at these two sites.",en
m083p091,NA,MARINE ECOLOGY PROGRESS SERIES,July 2,NA,"Three ecologically dominant coral species in a northern Philippine reef were compared in terms of growth and mortality and responses to transplantation The purpose of this study was to examine the feasibility of uslng the species concerned in estabhsh~ng new coral populations through deliberate fragmentation The species, Acropora hyacinthus, Pocillopora dam~cornis and Pavona frondifera, displayed distinct differences which could b e related to their respective life-history strategies A hyaanthus showed tendencies towards an r-mode, with rapid linear growth but also high mortality rates Response to transplantation was poor Poc~llopora damicornis had intermediate linear growth rates and relatively high mortahty Transplants fared poorly in the initial part of the experiment though they showed successful adaptation after a year Mortality rates of both A h y a a n t h u s and P damlcornis were increased by high temperatures dunng certain t~m e s of the year Pavona frondlfera had the highest linear growth rates and no mortality, tending towards a K-mode of life history strategy It showed the best response to transplantation This species is thus a suitable candidate for large-scale reef restoration",en
3_2-2_367-373,NA,Diversity and Distribution of Coral Lifeforms in Tioman Island,27 October 2016,"Coral Video Transect (CVT),CPCe,coral lifeforms,Tioman Island,coral morphology triangle","Assessing coral morphology is to predict coral reefs conservation value. Coral lifeforms at four stations in Tioman Island were observed and recorded by using Coral Video Transect (CVT) method. The stations were Renggis and Terdau in the west coast and Benuang and Teluk Dalam in the east coast of Tioman Island. The captured images were analyzed using Coral Point Count with Excel extension (CPCe) software to find out the diversity and distribution of coral lifeforms in each study area. Three stations obtained ""good"" condition of reef with more than 60% of live coral coverage and one station obtained ""fair"" reef condition. Generally, the most dominant coral lifeform in Tioman Island is Acropora branching followed by massive. Acropora branching was the most abundance lifeform in Renggis. Terdau was dominated by massive lifeform and in the East coast, Benuang plate was the most abundant lifeform. By using the coral morphology triangle, conservation value of reefs in all four stations was predicted using the percentage of coral lifeforms. Renggis and Teluk Dalam need to be conserved the most since the reefs are classified as ruderals (fast growing but very fragile). Reef in Benuang are classified as competitor. It grows slower than ruderal but has higher tolerance. Terdau's reef is mix of all categories.",en
Transmission-of-White-Syndrome-Disease-on-Foliose-Coral-Echinopora-sp-and-Montipora-sp-in-Pulau-Sempu-Nature-Reserve-Water-Malang-Regency,10.7287/peerj.preprints.27860v2,"Transmission of White Syndrome Disease on Foliose Coral (Echinopora sp. and Montipora sp.) in Pulau Sempu Nature Reserve Water, Malang Regency",NA,"Coral disease,Echinopora sp.,Montipora sp.,transmission,Pulau Sempu","Many coral diseases emerged from Sempu Island Nature Reserve water due to recent development of fisheries port, local activities and unintegrated tourism, out of which White Syndrome is one of it. White syndrome (WS) is a collective term of several types of coral disease that shows white zones such as white band I and II, white plague I and II. Kondang Buntung (Depan) station is the only location with Echinopora sp. and Montipora sp. along with white syndrome. The goal of this study was to determine White Syndrome's transmision between Echinopora sp. and Montipora sp. Data were obtained from Kondang Buntung Depan station on Sempu Island Nature Reserve water from July-August 2018 at 7 m depth. Data transmission were carried out by direct attachment. The results showed that there was no transmission of white syndrome on healthy corals (Echinopora sp. and Montipora sp.). This was when the temperature of Sempu Island Nature Reserve was still in normal condition. High temperatures activated pathogenic bacteria in these waters and the chance of transmission of the disease was greater. The next factor, bacteria in the coral colony Echinopora sp. and Montipora sp. was as anti-pathogenic bacterium (Pseudomonas aeruginosia, Pseudomonas mendocina and Pseudomonas sp.).",en
20160310,10.3969/j.issn.1673-9159.2016.03.010,光照波长和光子照度对霜鹿角珊瑚(Acropora pruinosa) 生长及代谢的影响,NA,NA,摘 要：在实验室条件下设置 380～410、430～460、530～560、610～640 nm 等 4 种波长，以及 60、120、180、 240、300、360 µmol•m-2 •s-1 等 6 组梯度光子照度，分别观察单枝霜鹿角珊瑚在不同光谱波长、光子照度条件下珊 瑚的生长特性和代谢水平。结果表明：光子照度 240 µmol•m-2 •s-1 的不同光谱条件下，霜鹿角珊瑚平均生长率(G) 、 单位面积叶绿素含量(N chl-a) 、蛋白质(ω P) 、脂质(ω L) 、碳水化合物(ω C)质量分数变化呈显著性差异(P＜0.05)， 除 ω C 以外，均在波长 530～640 nm 光谱光照条件下达到最大值，其中 ω L 是 ω P 和 ω C 的 10 倍以上；不同光谱、 光子照度梯度条件下，光照条件下的钙化率(G L)、净光合作用效率(P N)、总光合作用效率(P G)差异具统计,zh-cn
Prasetia_et_al_2016-Gametogenesis_and_fecundity_of_Acropora_tenella,10.1007/s00338-015-1348-1,"Gametogenesis and fecundity of Acropora tenella (Brook 1892) in a mesophotic coral ecosystem in Okinawa, Japan",12 September 2015,"Upper mesophotic coral ecosystem,Sexual reproduction,Acropora tenella","Mesophotic coral ecosystems (below 30-40 m depth) host a large diversity of zooxanthellate coral communities and may play an important role in the ecology and conservation of coral reefs. Investigating the reproductive biology of mesophotic corals is important to understand their life history traits. Despite an increase in research on mesophotic corals in the last decade, their reproductive biology is still poorly understood. Here, gametogenesis and fecundity of the Indo-Pacific mesophotic coral, Acropora tenella, were examined in an upper mesophotic reef (40 m depth) in Okinawa, Japan for the first time. Acropora tenella is a hermaphrodite with a single annual gametogenic cycle, and both oogenesis and spermatogenesis occurring for 11-12 and 5-6 months, respectively. Timing of spawning of this species was similar to other shallow Acropora spp. in the region. However, colonies had longer gametogenic cycles and less synchronous gamete maturation compared to shallow acroporids with spawning extended over consecutive months. Both the polyp fecundity (number of eggs per polyp) and gonad index (defined as the number of eggs per square centimeter) of A. tenella were lower than most acroporids. Our findings contribute to understanding of the life history of corals on mesophotic reefs and suggest that the reproductive biology of upper mesophotic corals is similar to that of shallow-water corals.",en
2016.1090-1100,NA,Growth performance of Acropora formosa in natural reefs and coral nurseries for reef restoration 1,NA,"Acropora formosa,coral growth rates,coral nursery,reef restoration,coral transplant","Coral reefs are highly valuable ecosystems and play crucial roles in marine ecosystem dynamics by providing food and shelters for many organisms. Unfortunately, coral reefs around the globe are declining, thus apart from marine protected areas, active conservation and restoration efforts are extremely crucial. In this study Acropora formosa nubbins were transplanted and their performance were monitored, with the main aim to evaluate their survivals and growth in comparison with natural reef. The extension growth, proto-branch generation, mortality and survivals were assessed for one year in Tioman Island, Malaysia. The A. formosa growth rates ranged from 0.59±0.07 to 1.20±0.03 cm mth-1 in the nursery and from 0.55±0.13 to 0.72±0.11 cm mth-1 in the natural reef. The transplanted corals exhibit higher growth rates particularly during early period of transplant, and moreover have significantly higher proto-branch generation rates compared with the natural colony. However, their survivals were significantly low, mostly due to predation by fish and other corallivores. Seasonal variations in coral growth were observed, with faster rates during the inter-monsoon period (March-April and October-November). This study for the first time, documented the success of A. formosa transplantation and its application in coral nurseries in Malaysian waters. Coral transplantation is highly beneficial for active coral reef restoration and conservation. Nevertheless, continuous long term, systematic monitoring are needed in order to have greater understanding of the A. formosa growth and dynamics in the tropical coral reef ecosystems.",en
